Date,Close,High,Low,Open,Volume,SMA,MACD,MACD_Signal,%K,%D,RSI,Williams %R,Direction
2020-05-20,30818.609375,30878.310546875,30157.75,30159.58984375,16100,31418.831473214286,-282.52070477628877,-178.4877436549421,21.69439590595417,9.683337436815512,37.51251834142238,-78.30560409404583,1
2020-05-21,30932.900390625,31188.7890625,30765.3203125,30904.2890625,15500,31219.9228515625,-272.7126599438561,-197.33272691272492,33.52244338239287,20.34260620392695,29.31316210774102,-66.47755661760712,1
2020-05-22,30672.58984375,31107.91015625,30474.880859375,30822.779296875,20600,31145.440011160714,-282.6859714646671,-214.40337582311335,24.474556020203117,26.56379843618339,39.54877686394987,-75.52544397979688,0
2020-05-26,30609.30078125,31086.69921875,30512.140625,30864.26953125,188300,31085.13936941964,-292.3270271124311,-229.98810608097693,22.27475153424211,26.75725031227937,41.188067138147765,-77.72524846575789,0
2020-05-27,31605.220703125,31660.599609375,30525.6796875,30793.109375,20500,31079.387276785714,-217.10259515284633,-227.41100389535083,56.89098734589693,34.54676496678072,49.275010646868935,-43.10901265410308,1
2020-05-28,32200.58984375,32267.23046875,31641.76953125,31827.80078125,27500,31133.4736328125,-108.1981361585531,-203.5684303479913,77.584858523869,52.250199134669344,56.40960951229956,-22.41514147613099,1
2020-05-29,32424.099609375,32480.51953125,31823.80078125,32041.2890625,37100,31189.287946428572,-3.8112637780250225,-163.61699703399805,85.35362244066692,73.27648943681095,56.58740578941285,-14.64637755933308,1
2020-06-01,33303.51953125,33673.828125,32876.55078125,32906.05078125,22900,31313.737862723217,148.1699122113132,-101.2596151849358,90.00618821666559,84.31488972706717,62.94627320638089,-9.993811783334404,1
2020-06-02,33825.53125,33866.62890625,33301.2890625,33450.19140625,75600,31489.05301339286,307.19689760510664,-19.568312626927312,98.94572186136556,91.4351775062327,67.3803823615243,-1.0542781386344189,1
2020-06-03,34109.5390625,34488.69140625,34027.5,34185.41015625,18400,31639.11941964286,450.94576410901936,74.53450272026203,91.61212324422608,93.5213444407524,65.66131323267084,-8.38787675577394,1
2020-06-04,33980.69921875,34310.140625,33711.23828125,34072.5,17900,31843.248604910714,548.1527145567125,169.25814508755212,88.76183694526877,93.10656068362016,74.01314882527095,-11.238163054731237,0
2020-06-05,34287.23828125,34405.4296875,33958.01953125,34198.55078125,24600,32071.07059151786,642.5185101831739,263.9102181066765,95.54331125095274,91.97242381348252,75.59022617423119,-4.456688749047254,1
2020-06-08,34370.578125,34927.80078125,34211.828125,34841.171875,25700,32381.184709821428,715.7778702445576,354.2837485342527,88.41769032592272,90.90761284071476,91.37631803487162,-11.582309674077289,1
2020-06-09,33956.69140625,34811.2890625,33881.19140625,34520.7890625,19200,32649.793387276783,732.0011876545323,429.82723635830865,79.64152962863177,87.86751040183576,84.22904137059312,-20.358470371368227,0
2020-06-10,34247.05078125,34350.171875,33949.4609375,34029.140625,15500,32894.68205915178,759.5324413215603,495.768277350959,84.71227841633058,84.25716612362835,83.2142911204626,-15.287721583669423,1
2020-06-11,33538.37109375,34219.390625,33480.421875,34214.69140625,20900,33080.787109375,715.9140189373575,539.7974256682387,68.79733496498743,77.71704766998327,72.63468561056085,-31.20266503501258,0
2020-06-12,33780.890625,33856.26953125,32348.099609375,32436.689453125,23000,33302.80859375,692.9277643607056,570.4234934067322,74.02630375377409,75.84530571169736,77.08668488047444,-25.973696246225924,1
2020-06-15,33228.80078125,33670.55078125,32923.73828125,33670.55078125,18400,33489.915736607145,622.9806227908412,580.934919283554,61.40496901795388,68.07620257890513,71.03511833885202,-38.59503098204612,0
2020-06-16,33605.21875,34022.01171875,32953.30078125,33853.71875,27400,33632.772739955355,591.1068812014491,582.9693116671331,59.75138607552803,65.06088628241866,67.83486294138281,-40.24861392447196,1
2020-06-17,33507.921875,33933.66015625,33332.9609375,33438.30859375,20200,33726.153599330355,551.6367417088913,576.7027976754847,54.25647853576031,58.47094454308074,62.79460777454864,-45.74352146423969,0
2020-06-18,34208.05078125,34276.01171875,33371.51953125,33371.51953125,21200,33853.57868303572,570.2771236112021,575.4176628626283,72.09948160480675,62.0357820720317,65.96937892401378,-27.90051839519324,1
2020-06-19,34731.73046875,34848.37109375,34136.390625,34335.37890625,27900,33955.59375,620.1575446331117,584.365639216725,92.39949515712742,72.91848509923149,63.65455458057345,-7.600504842872577,1
2020-06-22,34911.3203125,35213.51953125,34794.3984375,34892.03125,25100,34033.150111607145,666.4965794692762,600.7918272672352,89.45358003401279,84.65085226531566,61.10810059080795,-10.546419965987203,1
2020-06-23,35430.4296875,35482.16015625,34843.69140625,35015.73046875,25200,34127.49944196428,736.6171229509491,627.956886403978,98.34941067741715,93.40082862285244,62.89308607744362,-1.6505893225828363,1
2020-06-24,34868.98046875,35706.55078125,34794.9296875,35679.73828125,26600,34190.94810267857,738.3724016992637,650.0399894630352,75.06081614304398,87.6212689514913,57.99520709484973,-24.939183856956017,0
2020-06-25,34842.1015625,35081.609375,34499.78125,34525.390625,24600,34230.58119419643,729.1889335339874,665.8697782772257,74.26047977147205,82.55690219731106,55.25894310959793,-25.73952022852796,0
2020-06-26,35171.26953125,35254.87890625,34910.33984375,35144.78125,24800,34287.7734375,739.9424766833108,680.6843179584428,84.0616634690819,77.79431979453265,57.250992436189414,-15.938336530918097,1
2020-06-29,34961.51953125,35032.359375,34662.05859375,34926.94921875,18300,34359.546875,723.2030306984961,689.1880605064534,77.81622504328224,78.7127894279454,59.44899359527234,-22.18377495671775,0
2020-06-30,34915.80078125,35233.91015625,34812.80078125,35168.30078125,18500,34407.314732142855,698.1993703890475,690.9903224829723,76.4549204519615,79.44426965477521,56.59194765870345,-23.5450795480385,0
2020-07-01,35414.44921875,35467.23046875,34927.19921875,35009.58984375,19400,34541.3203125,710.4311429911686,694.8784865846116,91.30249190620444,81.85787913381607,69.29150874126155,-8.69750809379556,1
2020-07-02,35843.69921875,36014.921875,35595.359375,35604.0,20600,34688.663783482145,746.1605244544699,705.1348941585833,94.4609353971666,87.40611591844417,70.42718141652142,-5.5390646028334105,1
2020-07-03,36021.421875,36110.2109375,35872.37890625,36025.37890625,16500,34888.13671875,779.8276816612779,720.0734516591223,97.18746945255262,94.3169655853079,79.86882818564598,-2.812530547447378,1
